程序导标记，不用翻译,,
ID,Name,Desc
4426,Meta Wand of Nanmu,Special magic tool.  Use it to get a metamorphosis BUFF.  Right-click on the BUFF icon to cancel the transforming status.
4427,Fighting Healing Potion (lvl 1),"Strong medicine, recover 150 HP in 15 seconds, can be used in battle."
4428,Fighting Healing Potion (lvl 2),"Strong medicine, recover 450 HP in 15 seconds, can be used in battle."
4429,Resuscitate Pill,Force the evil spirit to get out of body.
4430,Cozy Dumpling,Earn random Experience awards.
4431,Pleasing Dumpling,Earn random Energy awards.
4432,TO Lucky Egg (1),Use it to get the gifts sent by Talisman Online.
4433,TO Lucky Egg (2),Use it to get the gifts sent by Talisman Online.
4434,TO Lucky Egg (3),Use it to get the gifts sent by Talisman Online.
4435,TO Lucky Egg (4),Use it to get the gifts sent by Talisman Online.
4436,TO Lucky Egg (5),Use it to get the gifts sent by Talisman Online.
4437,TO Lucky Egg (6),Use it to get the gifts sent by Talisman Online.
4438,TO Lucky Egg (7),Use it to get the gifts sent by Talisman Online.
4439,TO Lucky Egg (8),Use it to get the gifts sent by Talisman Online.
4440,Adv. Golden Light Pill,"Pill to increase defense 20%, valid time 60 minutes."
4441,Adv. Apothecary Pill,"Pill to increase HP upper limit 10%, valid time 60 minutes."
4442,Pet Food,Feed pet to increase 5 points of pet happy value. (happy value decreases 1 point in every 10 minutes)
4443,Fighting Healing Potion (lvl 2),"Strong medicine, recover 450 HP in 15 seconds, can be used in battle."
4444,Green Elf Robe,
4445,Grey Cloth Frock,
4446,Rosebush Dress,
4447,Blue Field Cuirass,
4448,Hill Finch Corslet,
4449,Green Elf Robe,
4450,Grey Cloth Frock,
4451,Rosebush Dress,
4452,Blue Field Cuirass,
4453,Hill Finch Corslet,
4454,Green Scarp Pill,Material to make magicstone.
4455,Bandit Jewel,Material to make magicstone.
4456,Poison Cup,Material to make magicstone.
4457,Exorcism Chip,Material to make magicstone.
4458,Apotropaion Charm,Material to make magicstone.
4459,Dark Bead,Material to make magicstone.
4460,Rotted Seed,Material to make magicstone.
4461,Cracked Buddha Bone,Material to make magicstone.
4462,[no_use],
4463,Golden Magic Bead,"50% possibility of upgrading equipment quality from Blue to Golden.  New one will keep the Level and Energy, but will have random attributes, and its Plus Rank will be reduced randomly."
4464,Super Magic Star Wand,A super tool for producing magic items.
4465,Small Golden Magic Bead,"20% possibility of upgrading equipment quality from Blue to Golden.  New one will keep the Level and Energy, but will have random attributes, and its Plus Rank will be reduced randomly."
4466,Super Magic Star Wand (mini),A super tool (mini) for producing magic items.
4467,Speedy Scroll for City War,"It can be used in City War, increase your moving speed in war area."
4468,Soul Quartz,"Ancient myth crystal, is main item could be used to infuse your soul power into equipment.  Soul Infusion will improve the attributes of the equipment."
4469,Pet Skill Book (HP Recovery),"Pet learns the skill to increase master's HP recovery speed in non-battle state.  Pet can learn one more skill after reaching level 11, 15 and 20.  Pet can't learn the skill if it has grasped same skill before."
4470,Pet Skill Book (Mana Recovery),"Pet learns the skill to increase master's Mana recovery speed in non-battle state.  Pet can learn one more skill after reaching level 11, 15 and 21.  Pet can't learn the skill if it has grasped same skill before."
4471,[no_use],[no_use]
4472,[no_use],[no_use]
4473,[no_use],[no_use]
4474,[no_use],[no_use]
4475,[no_use],[no_use]
4476,[no_use],[no_use]
4477,[no_use],[no_use]
4478,Return Charm,Use it to return to the closest village/city.
4479,Forgiveness Pill (L),Use it to decrease 300 points of PK value.
4480,Occult Berry,An occult berry emitting purple light; a helpful item for secret exercise.
4481,Pith of Energy Stone,The pith obtained by extracting from Energy Stone; a helpful item for secret exercise.
