number,string,,number,string,number,number,number,number,number,number,number,string,cmd,cmd,cmd,cmd,cmd,cmd,number,number;num,number;num,number;num,number;num,number;num,number;num,number;num,number;num,string,number,number,number;num,number;num,,cmd,,cmd,cmd,,,
1345,古墓碎片,33,57,11,0,3,,,1,55,99,all,,,,,,,0,4611;4612;4614;4615;,1;1;1;1,0,0,0,0,0,0,,0,,0,99,,AddExp(0);AddNimbus(0);AddMoney(0),"AddItemEx(4179,0,0,1)",,,,0,
1346,古墓钥匙,33,57,11,0,,,,1,58,99,all,,,,,,,0,0,0,4179,3,0,0,0,0,,0,,0,99,,AddExp(0);AddNimbus(0);AddMoney(0),"AddItemEx(4178,0,0,1)",,,,0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1400,清剿四门山妖孽,34,61,11,0,,2,,1,61,99,all,,,,,,,0,4930;4931;4932;4933,15;15;15;15,0,0,0,0,0,0,,0,,0,99,60 ,AddExp(43200);AddNimbus(21600);AddMoney(6480),,,,,0,
1401,限时清剿四门山妖孽（15分钟）,34,61,11,0,,3,,1,61,99,all,CheckTaskFinished(1400),,,,,,900,4930;4931;4932;4933,15;15;15;15,0,0,0,0,0,0,,0,,0,99,60 ,AddExp(43200);AddNimbus(21600);AddMoney(6480),,,,,0,
1402,营救月龙幼童,34,62,11,0,,2,,0,61,99,all,,,,,,,0,0,0,4352,1,4945,4352,1,1,,0,,0,99,40 ,AddExp(29200);AddNimbus(14600);AddMoney(4440),,,,,0,
1403,解除月龙村危机（护送）,34,63,11,0,,2,,1,62,99,all,,,,,,,0,0,0,0,0,0,0,0,0,2,4937,1,0,99,60 ,AddExp(44400);AddNimbus(22200);AddMoney(6660),,,,,0,
1404,智擒孽畜妖狐,34,64,11,0,,2,,1,62,99,all,,,,,,,0,4934,1,0,0,0,0,0,0,,0,,0,99,100 ,AddExp(75000);AddNimbus(37500);AddMoney(11400),,,,,0,
1405,勇闯石穴迷宫,34,65,11,0,,2,,1,63,99,all,,,,,,,0,4935,35,0,0,0,0,0,0,,0,,0,99,60 ,AddExp(45600);AddNimbus(22800);AddMoney(6840),,,,,0,
1406,限时勇闯石穴迷宫（20分钟）,34,65,11,0,,3,,1,64,99,all,CheckTaskFinished(1405),,,,,,1200,4935,35,0,0,0,0,0,0,,0,,0,99,60 ,AddExp(45600);AddNimbus(22800);AddMoney(6840),,,,,0,
1407,机关暗门,34,65,11,0,,2,,1,63,99,all,,,,,,,0,0,0,4353,1,4957;4958;4959;4960;5037;,4353;4353;4353;4353;4353,1;1;1;1;1,5;5;5;5;5,,0,,0,99,40 ,AddExp(30400);AddNimbus(15200);AddMoney(4560),,,,,0,
1408,斩妖除魔,34,65,11,0,,2,,1,64,99,all,,,,,,,0,4936,1,0,0,0,0,0,0,,0,,0,99,150 ,AddExp(114000);AddNimbus(57000);AddMoney(17100),,,,,0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1409,初来乍到,34,61,0,1,,,,1,61,99,all,,,,,,,0,0,0,0,0,0,0,0,0,,0,,0,99,57 ,AddExp(41040);AddNimbus(20520);AddMoney(6156),,,,,0,
1410,勘查地形,34,62,0,1,,,,1,61,99,all,,,GetItemSpace >= 1,,,,0,0,0,0,0,0,0,0,0,,0,,0,99,57 ,AddExp(41610);AddNimbus(20805);AddMoney(6327),"AddItemFromCode(""i=4419,sml=7,t=3600"")",,,,0,
1411,巧妙的伪装,34,61,0,1,,,,1,61,99,all,,,GetItemSpace >= 1,,,,0,0,0,0,0,0,0,0,0,,0,,0,99,57 ,AddExp(41040);AddNimbus(20520);AddMoney(6156),"AddItemFromCode(""i=4425"")",,,,0,
1412,九色鹿的传说,34,63,1,1,,,,1,61,99,all,,,GetItemSpace >= 1,,,,0,0,0,4376,1,4989,4376,1,1,,0,,0,99,124 ,AddExp(91760);AddNimbus(45880);AddMoney(13764),"AddItemEx(4430,0,0,1)","
",,,0,
1413,疑云密布,34,61,0,1,,,,1,61,99,all,,,,,,,0,0,0,4361,20,4969,4361,0.5,20,,0,,0,99,135 ,AddExp(97200);AddNimbus(48600);AddMoney(14580),,,,,0,
1414,深入贼穴,34,61,0,1,,,,1,61,99,all,CheckTaskFinished(1413),,,,,,0,0,0,4362,30,4976,4362,1,30,,0,,0,99,135 ,AddExp(97200);AddNimbus(48600);AddMoney(14580),,,,,0,
1415,证据确凿,34,62,0,1,,,,1,61,99,all,CheckTaskFinished(1414),,,,,,0,0,0,0,0,0,0,0,0,,0,,0,99,45 ,AddExp(32850);AddNimbus(16425);AddMoney(4995),,,,,0,
1416,速速汇报,34,62,0,1,,,,1,61,99,all,CheckTaskFinished(1413),,,,,,0,0,0,0,0,0,0,0,0,,0,,0,99,45 ,AddExp(32850);AddNimbus(16425);AddMoney(4995),,,,,0,
1417,迫在眉睫,34,62,0,1,,,,1,61,99,all,CheckTaskFinished(1416),,,,,,0,0,0,0,0,0,0,0,0,,0,,0,99,45 ,AddExp(32850);AddNimbus(16425);AddMoney(4995),,,,,0,
1418,月龙村内鬼,34,63,0,1,,,,1,61,99,all,CheckTaskFinished(1417),,,,,,0,0,0,4377,10,4980,4377,0.25,10,,0,,0,99,143 ,AddExp(105820);AddNimbus(52910);AddMoney(15873),,,,,0,
1419,破译代号,34,63,0,1,,,,1,61,99,all,,,,,,,0,0,0,4378,1,4981,4378,0.05,1,,0,,0,99,143 ,AddExp(105820);AddNimbus(52910);AddMoney(15873),,,,,0,
1420,行动暴露,34,63,0,1,,,,1,61,99,all,"CheckTaskFinished(1419)
GetTaskItemSpace >= 1",,GetItemSpace >= 1,,"AddItem(4422,1)",,0,0,0,0,0,0,0,0,0,,0,,0,99,57 ,AddExp(42180);AddNimbus(21090);AddMoney(6327),,,,,0,
1421,就地正法,34,63,0,1,,,,1,61,99,all,CheckTaskFinished(1420),,,,"RemoveItem(4422,1)",,0,4982,1,0,0,0,0,0,0,,0,,0,99,195 ,AddExp(144300);AddNimbus(72150);AddMoney(21645),,,,,0,
1422,身份之谜,34,64,0,1,,,,1,61,99,all,,,,,,,0,0,0,0,0,0,0,0,0,,0,,0,99,45 ,AddExp(33750);AddNimbus(16875);AddMoney(5130),,,,,0,
1423,告白天下,34,64,0,1,,,,1,61,99,all,CheckTaskFinished(1422),,,,,,0,0,0,0,0,0,0,0,0,,0,,0,99,57 ,AddExp(42750);AddNimbus(21375);AddMoney(6498),,,,,0,
1424,捕风捉影,34,65,0,1,,,,1,61,99,all,CheckTaskFinished(1423),,,,,,0,0,0,4399,30,4999,4399,0.5,30,,0,,0,99,150 ,AddExp(114000);AddNimbus(57000);AddMoney(17100),,,,,0,
1425,蛛丝马迹,34,65,0,1,,,,1,61,99,all,CheckTaskFinished(1424),,,,,,0,0,0,4400,30,5000,4400,0.5,30,,0,,0,99,150 ,AddExp(114000);AddNimbus(57000);AddMoney(17100),,,,,0,
1426,诈引朱洪,34,65,0,1,,,,1,61,99,all,"CheckTaskFinished(1425)
GetItemSpace >= 1","AddItem(4423,1)",,,,,0,0,0,4423,1,0,0,0,0,,0,,0,99,60 ,AddExp(45600);AddNimbus(22800);AddMoney(6840),,,,,0,
1427,镇山之宝,34,65,1,1,,,,1,61,99,all,"CheckTaskFinished(1426)
GetTaskItemSpace >= 1","AddItem(4423,1)",,,,,0,0,0,4423;4401,1;1,5001,4401,1,1,,0,,0,99,270 ,AddExp(205200);AddNimbus(102600);AddMoney(30780),,,,,0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1428,挑战月龙护卫,34,61,1,0,1,,,1,61,99,all,,,,,,,0,0,0,0,0,0,0,0,0,4,4975,1,0,99,80 ,AddExp(11520);AddNimbus(1920),,,,,0,
1429,挑战月龙斗士,34,62,1,0,1,,,1,61,99,all,,,,,,,0,0,0,0,0,0,0,0,0,4,4979,1,0,99,80 ,AddExp(11680);AddNimbus(1947),AddEffect(2234),,,,0,
1430,挑战月龙勇士,34,63,1,0,1,,,1,62,99,all,,,,,,,0,0,0,0,0,0,0,0,0,4,4988,1,0,99,80 ,AddExp(11840);AddNimbus(1973),AddEffect(2235),,,,0,
1431,挑战月龙侠客,34,64,1,0,1,,,1,63,99,all,,,,,,,0,0,0,0,0,0,0,0,0,4,4995,1,0,99,80 ,AddExp(12000);AddNimbus(2000),AddEffect(2237),,,,0,
1432,挑战月龙霸主,34,65,1,0,1,,,1,64,99,all,,,,,,,0,0,0,0,0,0,0,0,0,4,5002,1,0,99,80 ,AddExp(12160);AddNimbus(2027),AddEffect(2236),,,,0,
1433,屠魔战士,34,63,0,1,,,,1,61,99,all,,,,,,,0,0,0,4402,99,4967;4968;4969;4970;4971;4972;4973;4974;4975;4976;4977;4978;4979;4980;4981;4982;4983;4984;4985;4986;4987;4988;4989;4990;4991;4992;4993;4994;4995;4996;4997;4998;4999;5000;5001;5002;5003;5004;5005;5006;5007;5008;5009;,4402;4402;4402;4402;4402;4402;4402;4402;4402;4402;4402;4402;4402;4402;4402;4402;4402;4402;4402;4402;4402;4402;4402;4402;4402;4402;4402;4402;4402;4402;4402;4402;4402;4402;4402;4402;4402;4402;4402;4402;4402;4402;4402;,0.3;0.3;0.3;0.3;0.3;0.3;0.3;0.3;0.3;0.3;0.3;0.3;0.3;0.3;0.3;0.3;0.3;0.3;0.3;0.3;0.3;0.3;0.3;0.3;0.3;0.3;0.3;0.3;0.3;0.3;0.3;0.3;0.3;0.3;0.3;0.3;0.3;0.3;0.3;0.3;0.3;0.3;0.3,99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;,,0,,0,99,83 ,AddExp(61420);AddNimbus(30710);AddMoney(9213),,,,,0,
1434,道心纵魔大法,34,63,0,0,,,,1,61,99,all,CheckTaskFinished(1433),,GetItemSpace >= 1,,,,0,0,0,4402,495,4967;4968;4969;4970;4971;4972;4973;4974;4975;4976;4977;4978;4979;4980;4981;4982;4983;4984;4985;4986;4987;4988;4989;4990;4991;4992;4993;4994;4995;4996;4997;4998;4999;5000;5001;5002;5003;5004;5005;5006;5007;5008;5009;,4402;4402;4402;4402;4402;4402;4402;4402;4402;4402;4402;4402;4402;4402;4402;4402;4402;4402;4402;4402;4402;4402;4402;4402;4402;4402;4402;4402;4402;4402;4402;4402;4402;4402;4402;4402;4402;4402;4402;4402;4402;4402;4402;,0.3;0.3;0.3;0.3;0.3;0.3;0.3;0.3;0.3;0.3;0.3;0.3;0.3;0.3;0.3;0.3;0.3;0.3;0.3;0.3;0.3;0.3;0.3;0.3;0.3;0.3;0.3;0.3;0.3;0.3;0.3;0.3;0.3;0.3;0.3;0.3;0.3;0.3;0.3;0.3;0.3;0.3;0.3,495;495;495;495;495;495;495;495;495;495;495;495;495;495;495;495;495;495;495;495;495;495;495;495;495;495;495;495;495;495;495;495;495;495;495;495;495;495;495;495;495;495;495;,,0,,0,99,400 ,AddExp(59200);AddNimbus(9867),"AddItemEx(4403,0,0,1)",,,,0,
1435,神坛斗士,34,63,1,1,,,,1,61,99,all,CheckTaskFinished(1433),,,,,,0,0,0,4403,99,0,0,0,0,,0,,0,99,811 ,AddExp(599999);AddNimbus(300000);AddMoney(90000),,,,,0,
1436,包打听对于偏门法宝的悬赏公告,34,61,0,0,1,,,1,61,99,all,,,,,,,0,0,0,4424,1,4967;4968;4969;4970;4971;4972;4973;4974;4975;,4424;4424;4424;4424;4424;4424;4424;4424;4424;,0.05;0.05;0.05;0.05;0.05;0.05;0.05;0.05;0.05,1;1;1;1;1;1;1;1;1;,,0,,0,99,80 ,AddExp(57600);AddNimbus(28800);AddMoney(8640),,,,,0,
1437,月龙祭司对于占星术下卷的悬赏公告,34,62,0,0,1,,,1,61,99,all,,,,,,,0,0,0,4372,1,4976;4977;4978;4979;,4372;4372;4372;4372,0.05;0.05;0.05;0.05,1;1;1;1;,,0,,0,99,80 ,AddExp(58400);AddNimbus(29200);AddMoney(8880),,,,,0,
1438,月龙长老对于古籍的悬赏公告,34,63,0,0,1,,,1,61,99,all,,,,,,,0,0,0,4379,1,4980;4981;4982;4983;4984;4985;4986;4987;4988;4989;,4379;4379;4379;4379;4379;4379;4379;4379;4379;4379;,0.05;0.05;0.05;0.05;0.05;0.05;0.05;0.05;0.05;0.05,1;1;1;1;1;1;1;1;1;1,,0,,0,99,80 ,AddExp(59200);AddNimbus(29600);AddMoney(8880),,,,,0,
1439,月龙村财主对翠玉钗的悬赏公告,34,64,0,0,1,,,1,61,99,all,,,,,,,0,0,0,4392,1,4990;4991;4992;4993;4994;4995;4996;4997;4998;,4392;4392;4392;4392;4392;4392;4392;4392;4392;,0.05;0.05;0.05;0.05;0.05;0.05;0.05;0.05;0.05;,1;1;1;1;1;1;1;1;1;,,0,,0,99,80 ,AddExp(60000);AddNimbus(30000);AddMoney(9120),,,,,0,
1440,月龙铁匠对于飞天宝刀的悬赏公告,34,65,0,0,1,,,1,61,99,all,,,,,,,0,0,0,4404,1,4999;5000;5001;5002;5003;5004;5005;5006;5007;5008;5009;,4404;4404;4404;4404;4404;4404;4404;4404;4404;4404;4404;,0.05;0.05;0.05;0.05;0.05;0.05;0.05;0.05;0.05;0.05;0.05;,1;1;1;1;1;1;1;1;1;1;1,,0,,0,99,80 ,AddExp(60800);AddNimbus(30400);AddMoney(9120),,,,,0,
1441,白云大师的召唤,34,63,0,1,,,,1,63,99,all,,,,,,,0,0,0,0,0,0,0,0,0,,0,,0,99,30 ,AddExp(22200);AddNimbus(11100);AddMoney(3330),,,,,0,
1442,通臂神猿李宁的召唤,34,63,0,1,,,,1,63,99,all,,,,,,,0,0,0,0,0,0,0,0,0,,0,,0,99,30 ,AddExp(22200);AddNimbus(11100);AddMoney(3330),,,,,0,
1443,餐霞大师的召唤,34,63,0,1,,,,1,63,99,all,,,,,,,0,0,0,0,0,0,0,0,0,,0,,0,99,30 ,AddExp(22200);AddNimbus(11100);AddMoney(3330),,,,,0,
1444,追云叟白谷逸的召唤,34,63,0,1,,,,1,63,99,all,,,,,,,0,0,0,0,0,0,0,0,0,,0,,0,99,30 ,AddExp(22200);AddNimbus(11100);AddMoney(3330),,,,,0,
1445,百禽道人公冶黄的召唤,34,63,0,1,,,,1,63,99,all,,,,,,,0,0,0,0,0,0,0,0,0,,0,,0,99,30 ,AddExp(22200);AddNimbus(11100);AddMoney(3330),,,,,0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1446,重金悬赏令,34,61,0,1,,,,1,61,99,all,,,,,,,0,0,0,4364;4365;,10;20,4968;5025,4364;4365;,0.5;1,10;20,,0,,0,99,83 ,AddExp(59760);AddNimbus(29880);AddMoney(8964),,,,,0,
1447,未曾找回的物品,34,61,0,1,,,,1,61,99,all,CheckTaskFinished(1446),,,,,,0,0,0,4366,20,4969,4366,0.5,20,,0,,0,99,90 ,AddExp(64800);AddNimbus(32400);AddMoney(9720),,,,,0,
1448,直捣黄龙,34,61,1,1,,,,1,61,99,all,CheckTaskFinished(1447),,GetItemSpace >= 1,,,,0,4970,1,0,0,0,0,0,0,,0,,0,99,128 ,AddExp(92160);AddNimbus(46080);AddMoney(13824),,,,"em;AddItemEx(264,0,1,1)
fm;AddItemEx(273,0,1,1)
bh;AddItemEx(282,0,1,1)
qc;AddItemEx(607,0,1,1)
xq;AddItemEx(685,0,1,1)",0,
1449,幕后推手,34,62,0,1,,,,1,61,99,all,CheckTaskFinished(1448),,,,,,0,4976,25,0,0,0,0,0,0,,0,,0,99,90 ,AddExp(65700);AddNimbus(32850);AddMoney(9990),,,,,0,
1450,月龙村守卫,34,62,0,1,,,,1,61,99,all,CheckTaskFinished(1449),,,,,,0,0,0,0,0,0,0,0,0,,0,,0,99,40 ,AddExp(29200);AddNimbus(14600);AddMoney(4440),,,,,0,
1451,恶汉来袭,34,63,0,1,,,,1,61,99,all,CheckTaskFinished(1450),,,,,,0,4980,30,0,0,0,0,0,0,,0,,0,99,90 ,AddExp(66600);AddNimbus(33300);AddMoney(9990),,,,,0,
1452,散播谣言,34,63,0,1,,,,1,61,99,all,CheckTaskFinished(1451),,,,,,0,0,0,4385,20,4981,4385,0.5,20,,0,,0,99,90 ,AddExp(66600);AddNimbus(33300);AddMoney(9990),,,,,0,
1453,万恶之源,34,63,1,1,,,,1,61,99,all,CheckTaskFinished(1452),,GetItemSpace >= 1,,,,0,4983,1,0,0,0,0,0,0,,0,,0,99,128 ,AddExp(94720);AddNimbus(47360);AddMoney(14208),,,,"em;AddItemEx(91,0,1,1)
fm;AddItemEx(118,0,1,1)
bh;AddItemEx(145,0,1,1)
qc;AddItemEx(589,0,1,1)
xq;AddItemEx(667,0,1,1)",0,
1454,九尾银狐,34,64,0,1,,,,1,61,99,all,CheckTaskFinished(1453),,,,,,0,4990,35,0,0,0,0,0,0,,0,,0,99,90 ,AddExp(67500);AddNimbus(33750);AddMoney(10260),,,,,0,
1455,可怕的巫术,34,64,1,1,,,,1,61,99,all,CheckTaskFinished(1454),,,,,,0,4994,35,0,0,0,0,0,0,,0,,0,99,90 ,AddExp(67500);AddNimbus(33750);AddMoney(10260),,,,,0,
1456,数百年的诅咒,34,64,0,1,,,,1,61,99,all,CheckTaskFinished(1455),,GetItemSpace >= 1,,,,0,4998,1,0,0,0,0,0,0,,0,,0,99,135 ,AddExp(101250);AddNimbus(50625);AddMoney(15390),,,,"em;AddItemEx(291,0,1,1)
fm;AddItemEx(300,0,1,1)
bh;AddItemEx(309,0,1,1)
qc;AddItemEx(616,0,1,1)
xq;AddItemEx(694,0,1,1)",0,
1457,寻找女童安雅,34,64,0,1,,,,1,62,99,all,,,,,,,0,0,0,0,0,0,0,0,0,,0,,0,99,45 ,AddExp(33750);AddNimbus(16875);AddMoney(5130),,,,,0,
1458,解除重围,34,64,1,1,,,,1,62,99,all,CheckTaskFinished(1457),,,,,,0,0,0,0,0,0,0,0,0,2,5026,1,0,99,120 ,AddExp(90000);AddNimbus(45000);AddMoney(13680),,,,,0,
1459,魔教来犯,34,65,0,1,,,,1,62,99,all,CheckTaskFinished(1458),,,,,,0,4999,40,0,0,0,0,0,0,,0,,0,99,90 ,AddExp(68400);AddNimbus(34200);AddMoney(10260),,,,,0,
1460,严阵以待,34,65,0,1,,,,1,62,99,all,CheckTaskFinished(1459),,,,,,0,5000,40,0,0,0,0,0,0,,0,,0,99,90 ,AddExp(68400);AddNimbus(34200);AddMoney(10260),,,,,0,
1461,一手遮天,34,65,1,1,,,,1,62,99,all,CheckTaskFinished(1460),,GetItemSpace >= 1,,,,0,5003,1,0,0,0,0,0,0,,0,,0,99,150 ,AddExp(114000);AddNimbus(57000);AddMoney(17100),,,,"em;AddItemEx(100,0,1,1)
fm;AddItemEx(127,0,1,1)
bh;AddItemEx(154,0,1,1)
qc;AddItemEx(598,0,1,1)
xq;AddItemEx(676,0,1,1)",0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1462,收获的季节,34,61,0,1,,,,1,61,99,all,,,,,,,0,0,0,4367,20,4973,4367,1,20,,0,,0,99,83 ,AddExp(59760);AddNimbus(29880);AddMoney(8964),,,,,0,
1463,九层塔，十里香,34,61,0,1,,,,1,61,99,all,CheckTaskFinished(1462),,,,,,0,0,0,4368,20,4971,4368,0.5,20,,0,,0,99,83 ,AddExp(59760);AddNimbus(29880);AddMoney(8964),,,,,0,
1464,稀缺麝香,34,61,0,1,,,,1,61,99,all,CheckTaskFinished(1463),,,,,,0,0,0,4369,20,4972,4369,0.5,20,,0,,0,99,90 ,AddExp(64800);AddNimbus(32400);AddMoney(9720),,,,,0,
1465,寻找合适的容器,34,62,1,1,,,,1,61,99,all,CheckTaskFinished(1464),,GetItemSpace >= 1,,,,0,0,0,4373,1,4977,4373,1,1,,0,,0,99,128 ,AddExp(93440);AddNimbus(46720);AddMoney(14208),"AddItemEx(4431,0,0,1)",,,,0,
1466,制作九龙麝香雪玉膏,34,62,0,1,,,,1,61,99,all,"CheckTaskFinished(1465)
GetTaskItemSpace >= 1",,GetItemSpace >= 1,,"AddItem(4417,1)",,0,0,0,3517;2051,3;3,0,0,0,0,,0,,0,99,100 ,AddExp(73000);AddNimbus(36500);AddMoney(11100),,,,,0,
1467,九龙麝香黑玉膏,34,62,0,1,,,,1,61,99,all,CheckTaskFinished(1466),,GetItemSpace >= 1,,,,0,0,0,3517;2051,1;1,0,0,0,0,,0,,0,99,98 ,AddExp(71540);AddNimbus(35770);AddMoney(10878),"AddItemEx(4418,0,0,1)",,,,0,
1468,救治受伤村民,34,62,0,1,,,,1,61,99,all,CheckTaskFinished(1466),,,,,,0,0,0,4417,1,0,0,0,0,,0,,0,99,75 ,AddExp(54750);AddNimbus(27375);AddMoney(8325),,,,,0,
1469,和玉甘露,34,63,0,1,,,,1,61,99,all,,,,,,,0,0,0,4386,25,4984,4386,0.5,25,,0,,0,99,98 ,AddExp(72520);AddNimbus(36260);AddMoney(10878),,,,,0,
1470,冬虫灵芝,34,63,0,1,,,,1,61,99,all,CheckTaskFinished(1469),,,,,,0,0,0,4387,25,4985,4387,0.5,25,,0,,0,99,98 ,AddExp(72520);AddNimbus(36260);AddMoney(10878),,,,,0,
1471,难求药引,34,63,0,1,,,,1,61,99,all,CheckTaskFinished(1470),,GetItemSpace >= 1,,"AddItem(4429,1)",,0,0,0,2014,20,0,0,0,0,,0,,0,99,98 ,AddExp(72520);AddNimbus(36260);AddMoney(10878),,,,,0,
1472,药到病除,34,64,0,1,,,,1,61,99,all,CheckTaskFinished(1471),,,,,,0,5012,1,0,0,0,0,0,0,,0,,0,99,113 ,AddExp(84750);AddNimbus(42375);AddMoney(12882),,,,,0,
1473,相借古籍药典,34,64,0,1,,,,1,62,99,all,,,,,,,0,0,0,0,0,0,0,0,0,,0,,0,99,68 ,AddExp(51000);AddNimbus(25500);AddMoney(7752),,,,,0,
1474,开启古籍药典,34,64,0,1,,,,1,62,99,all,CheckTaskFinished(1473),,,,,,0,0,0,504,1,0,0,0,0,,0,,0,99,90 ,AddExp(67500);AddNimbus(33750);AddMoney(10260),,,,,0,
1475,地蝎蛰刺,34,64,0,1,,,,1,62,99,all,CheckTaskFinished(1474),,,,,,0,0,0,4394,25,4992,4394,0.5,25,,0,,0,99,98 ,AddExp(73500);AddNimbus(36750);AddMoney(11172),,,,,0,
1476,吸积地灵之气,34,65,0,1,,,,1,62,99,all,CheckTaskFinished(1475),,,,,,0,0,0,4405,25,5004,4405,1,25,,0,,0,99,98 ,AddExp(74480);AddNimbus(37240);AddMoney(11172),,,,,0,
1477,日月之精华,34,65,0,1,,,,1,62,99,all,CheckTaskFinished(1476),,,,,,0,0,0,4406,25,5005,4406,0.5,25,,0,,0,99,98 ,AddExp(74480);AddNimbus(37240);AddMoney(11172),,,,,0,
1478,融人杰之力,34,65,0,1,,,,1,62,99,all,CheckTaskFinished(1477),,,,,,0,0,0,514,5,0,0,0,0,,0,,0,99,75 ,AddExp(57000);AddNimbus(28500);AddMoney(8550),,,,,0,
1479,浑然天成,34,65,0,1,,,,1,62,99,all,CheckTaskFinished(1478),,GetItemSpace >= 1,,,,0,0,0,4407,25,5006,4407,0.5,25,,0,,0,99,135 ,AddExp(102600);AddNimbus(51300);AddMoney(15390),"AddItemEx(4415,0,0,1)",,,,0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1480,百蛮山山神祭祀大会,34,61,0,1,,,,1,61,99,all,,,,,,,0,0,0,0,0,0,0,0,0,,0,,0,99,45 ,AddExp(32400);AddNimbus(16200);AddMoney(4860),,,,,0,
1481,供奉山神的麝肉,34,61,0,1,,,,1,61,99,all,,,,,,,0,0,0,4370,20,4972,4370,0.5,20,,0,,0,99,90 ,AddExp(64800);AddNimbus(32400);AddMoney(9720),,,,,0,
1482,祭祀大会的鲜果,34,61,0,1,,,,1,61,99,all,,,,,,,0,0,0,4371,25,4974,4371,1,25,,0,,0,99,92 ,AddExp(66240);AddNimbus(33120);AddMoney(9936),,,,,0,
1483,供奉山神的玉帛,34,62,0,1,,,,1,61,99,all,CheckTaskFinished(1482),,,,,,0,0,0,4374,25,4978,4374,1,25,,0,,0,99,92 ,AddExp(67160);AddNimbus(33580);AddMoney(10212),,,,,0,
1484,祭祀万灵的蛇血,34,62,0,1,,,,1,61,99,all,CheckTaskFinished(1481),,,,,,0,0,0,4375,20,4971,4375,0.5,20,,0,,0,99,96 ,AddExp(70080);AddNimbus(35040);AddMoney(10656),,,,,0,
1485,祭祀大会落幕,34,62,0,1,,,,1,61,99,all,CheckTaskFinished(1483);CheckTaskFinished(1484),,,,,,0,0,0,0,0,0,0,0,0,,0,,0,99,98 ,AddExp(71540);AddNimbus(35770);AddMoney(10878),,,,,0,
1486,祭司的制裁,34,63,0,1,,,,1,61,99,all,,,,,,,0,0,0,4389,1,4984,4389,0.025,1,,0,,0,99,92 ,AddExp(68080);AddNimbus(34040);AddMoney(10212),,,,,0,
1487,山神的愤怒,34,63,0,1,,,,1,61,99,all,CheckTaskFinished(1486),,,,,,0,0,0,4390,1,4986,4390,0.025,1,,0,,0,99,105 ,AddExp(77700);AddNimbus(38850);AddMoney(11655),,,,,0,
1488,忧心忡忡,34,63,0,1,,,,1,61,99,all,CheckTaskFinished(1487),,,,,,0,0,0,4391,5,4987,4391,0.05,5,,0,,0,99,110 ,AddExp(81400);AddNimbus(40700);AddMoney(12210),,,,,0,
1489,算破天机,34,64,0,1,,,,1,61,99,all,CheckTaskFinished(1488),,,,,,0,0,0,0,0,0,0,0,0,,0,,0,99,45 ,AddExp(33750);AddNimbus(16875);AddMoney(5130),,,,,0,
1490,求助医师,34,64,0,1,,,,1,61,99,all,CheckTaskFinished(1489),,,,,,0,0,0,0,0,0,0,0,0,,0,,0,99,45 ,AddExp(33750);AddNimbus(16875);AddMoney(5130),,,,,0,
1491,奇石雄黄,34,64,0,1,,,,1,61,99,all,CheckTaskFinished(1490),,,,,,0,0,0,4395,25,4994,4395,0.5,25,,0,,0,99,98 ,AddExp(73500);AddNimbus(36750);AddMoney(11172),,,,,0,
1492,见血封喉,34,64,0,1,,,,1,61,99,all,CheckTaskFinished(1491),,,,,,0,0,0,4396,25,4991,4396,0.5,25,,0,,0,99,94 ,AddExp(70500);AddNimbus(35250);AddMoney(10716),,,,,0,
1493,混世精元,34,65,0,1,,,,1,61,99,all,CheckTaskFinished(1492),,,,,,0,0,0,4408,1,5003,4408,1,1,,0,,0,99,98 ,AddExp(74480);AddNimbus(37240);AddMoney(11172),,,,,0,
1494,玄火精炼,34,65,0,1,,,,1,61,99,all,CheckTaskFinished(1493),,,,,,0,0,0,4409,5,5007,4409,0.05,5,,0,,0,99,105 ,AddExp(79800);AddNimbus(39900);AddMoney(11970),,,,,0,
1495,瑶池珍品,34,65,0,1,,,,1,61,99,all,CheckTaskFinished(1494),,GetItemSpace >= 1,,,,0,0,0,4410,5,5009,4410,0.05,5,,0,,0,99,145 ,AddExp(110200);AddNimbus(55100);AddMoney(16530),"AddItemEx(4416,0,0,1)",,,,0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1496,蹉跎岁月,34,63,0,1,,,,1,61,99,all,,,,,,,0,0,0,0,0,0,0,0,0,,0,,0,99,53 ,AddExp(39220);AddNimbus(19610);AddMoney(5883),,,,,0,
1497,小试牛刀,34,64,0,1,,,,1,61,99,all,,,,,,,0,4993,35,0,0,0,0,0,0,,0,,0,99,98 ,AddExp(73500);AddNimbus(36750);AddMoney(11172),,,,,0,
